Name,Given Name,Additional Name,Family Name,Yomi Name,Given Name Yomi,Additional Name Yomi,Family Name Yomi,Name Prefix,Name Suffix,Initials,Nickname,Short Name,Maiden Name,Birthday,Gender,Location,Billing Information,Directory Server,Mileage,Occupation,Hobby,Sensitivity,Priority,Subject,Notes,Language,Photo,Group Membership,E-mail 1 - Type,E-mail 1 - Value,Phone 1 - Type,Phone 1 - Value,Phone 2 - Type,Phone 2 - Value,Organization 1 - Type,Organization 1 - Name,Organization 1 - Yomi Name,Organization 1 - Title,Organization 1 - Department,Organization 1 - Symbol,Organization 1 - Location,Organization 1 - Job Description
China Civil Engineering Construction Corporation,China Civil Engineering Construction Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97125551040,,,,Company,,,,,,
RAQ Contracting Company,RAQ Contracting Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97142443366,,,,Commercial Building Construction,,,,,,
Margalla Hills Construction Solutions,Margalla Hills Construction Solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97148837063,,,,Company,,,,,,
Cool Concepts,Cool Concepts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,971507736141,,,,Technical service company,,,,,,
Mars Star Building Contracting,Mars Star Building Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97145647479,,,,Company,,,,,,
Gardinia Building Contracting,Gardinia Building Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97145265005,,,,Company,,,,,,
Signature Engineering Consultants,Signature Engineering Consultants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97142655161,,,,Company,,,,,,
Condor Building Contracting,Condor Building Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97142399500,,,,Commercial Building Construction,,,,,,
Al Tawhidi Contracting,Al Tawhidi Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97143511144,,,,Commercial Building Construction,,,,,,
Dubai Contracting Company,Dubai Contracting Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97143337100,,,,Commercial Building Construction,,,,,,
Bhatia General Contracting Company,Bhatia General Contracting Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97143331658,,,,Commercial Building Construction,,,,,,
Parkway International Contracting,Parkway International Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,971553054832,,,,Commercial Building Construction,,,,,,
United Engineering Construction,United Engineering Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97142828242,,,,Engineering services,,,,,,
Repro Contracting,Repro Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97147701912,,,,Company,,,,,,
Amber Building Contracting,Amber Building Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97143966666,,,,Commercial Building Construction,,,,,,
Al Habtoor Group,Al Habtoor Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97143941444,,,,Investment companies,,,,,,
Al Mulla Construction Company,Al Mulla Construction Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,971504231662,,,,Warehouse,,,,,,
TAAG Interiors & Construction Middle East,TAAG Interiors & Construction Middle East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97144232031,,,,Company,,,,,,
Al Ghanim International,Al Ghanim International,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97142976562,,,,General trading and contracting company,,,,,,
The Wellness Technical Services Company,The Wellness Technical Services Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97143629625,,,,"Construction / installation of swimming pools, water parks",,,,,,
Jadan Landscaping & Pools,Jadan Landscaping & Pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97145766355,,,,Company,,,,,,
Power Plus Electromechanical Contracting,Power Plus Electromechanical Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97142957070,,,,Company,,,,,,
AASA Middle East Contracting Company,AASA Middle East Contracting Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97142420333,,,,Commercial Building Construction,,,,,,
Besix,Besix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97145092222,,,,Commercial Building Construction,,,,,,
Ashiyana Contracting,Ashiyana Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97144508886,,,,Townhouses / villas construction,,,,,,
Dazzle Fitouts & Constructions,Dazzle Fitouts & Constructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97142219600,,,,Company,,,,,,
Golden Rise Contracting,Golden Rise Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97142556558,,,,Company,,,,,,
DX Contracting,DX Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97144512516,,,,Roads construction / Repair,,,,,,
City Diamond Contracting,City Diamond Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97143388557,,,,Commercial Building Construction,,,,,,
Akad Construction,Akad Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97142583328,,,,Commercial Building Construction,,,,,,
Arabian Coast Contracting,Arabian Coast Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97142582030,,,,Construction of bridges / tunnels / metro,,,,,,
JJR Building Contracting,JJR Building Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97142229420,,,,Company,,,,,,
Bin Ladin Contracting Group,Bin Ladin Contracting Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97144156666,,,,Commercial Building Construction,,,,,,
RA International,RA International,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97143397693,,,,Company,,,,,,
Al Fikree Contracting,Al Fikree Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97142676600,,,,Company,,,,,,
City Nights Contracting Company,City Nights Contracting Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97142632633,,,,Commercial Building Construction,,,,,,
ASGC Construction,ASGC Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97143475217,,,,Commercial Building Construction,,,,,,
Al Zajil Building Contracting,Al Zajil Building Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97143330818,,,,Commercial Building Construction,,,,,,
Shapeit Engineering Consultants,Shapeit Engineering Consultants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,971569925995,,,,Company,,,,,,
Shapoorji Pallonji Mideast,Shapoorji Pallonji Mideast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97142690334,,,,Regional Office,,,,,,
Alta MEP Contracting,Alta MEP Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97143438302,,,,Company,,,,,,
Sama Al Tatweer Contracting,Sama Al Tatweer Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,971522904444,,,,Company,,,,,,
Construction & Building Engineering,Construction & Building Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97142670670,,,,Commercial Building Construction,,,,,,
Meral Building Contracting,Meral Building Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97143796622,,,,Commercial Building Construction,,,,,,
China State Construction Engineering Corporation Middle East,China State Construction Engineering Corporation Middle East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97144537268,,,,Engineering services,,,,,,
Al Rayan Contracting,Al Rayan Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97145587387,,,,Commercial Building Construction,,,,,,
iBuild Innovo Holding,iBuild Innovo Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97146665600,,,,Company,,,,,,
Optimus Prime Technical Services,Optimus Prime Technical Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,971545024509,,,,Company,,,,,,
Alec Engineering & Contracting,Alec Engineering & Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97144290599,,,,Commercial Building Construction,,,,,,
Spencer Interiors & Contracting,Spencer Interiors & Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97144517700,,,,Interior design,,,,,,
Sobha Group,Sobha Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97144238064,,,,Housing construction,,,,,,
Engineering Contracting Company,Engineering Contracting Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97143736777,,,,Office,,,,,,
Engineering Consultant Group,Engineering Consultant Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97143434229,,,,Company,,,,,,
Jazal Engineering & Contracting,Jazal Engineering & Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97143617322,,,,Engineering services,,,,,,
Wade Adams Contracting,Wade Adams Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97144535000,,,,Roads construction / Repair,,,,,,
Naresco Contracting Company,Naresco Contracting Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97143984545,,,,Commercial Building Construction,,,,,,
Aztec Middle East Contracting,Aztec Middle East Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97143933055,,,,Commercial Building Construction,,,,,,
Green Dream Landscaping & Technical Services,Green Dream Landscaping & Technical Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,971558595290,,,,Company,,,,,,
Desert Group,Desert Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97143404440,,,,Company,,,,,,
Airolink Building Contracting,Airolink Building Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97144473448,,,,Company,,,,,,
China Civil Engineering Construction Corporation,China Civil Engineering Construction Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97125551040,,,,Company,,,,,,
RAQ Contracting Company,RAQ Contracting Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97142443366,,,,Commercial Building Construction,,,,,,
Sobha Group,Sobha Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97144238064,,,,Housing construction,,,,,,
Engineering Contracting Company,Engineering Contracting Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97143736777,,,,Office,,,,,,
Engineering Consultant Group,Engineering Consultant Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97143434229,,,,Company,,,,,,
Jazal Engineering & Contracting,Jazal Engineering & Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97143617322,,,,Engineering services,,,,,,
Wade Adams Contracting,Wade Adams Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97144535000,,,,Roads construction / Repair,,,,,,
Naresco Contracting Company,Naresco Contracting Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97143984545,,,,Commercial Building Construction,,,,,,
Aztec Middle East Contracting,Aztec Middle East Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97143933055,,,,Commercial Building Construction,,,,,,
Green Dream Landscaping & Technical Services,Green Dream Landscaping & Technical Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,971558595290,,,,Company,,,,,,
Desert Group,Desert Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97143404440,,,,Company,,,,,,
Airolink Building Contracting,Airolink Building Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97144473448,,,,Company,,,,,,
China Civil Engineering Construction Corporation,China Civil Engineering Construction Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97125551040,,,,Company,,,,,,
RAQ Contracting Company,RAQ Contracting Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97142443366,,,,Commercial Building Construction,,,,,,
Sobha Group,Sobha Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97144238064,,,,Housing construction,,,,,,
Engineering Contracting Company,Engineering Contracting Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97143736777,,,,Office,,,,,,
Engineering Consultant Group,Engineering Consultant Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97143434229,,,,Company,,,,,,
Jazal Engineering & Contracting,Jazal Engineering & Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97143617322,,,,Engineering services,,,,,,
Wade Adams Contracting,Wade Adams Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97144535000,,,,Roads construction / Repair,,,,,,
Naresco Contracting Company,Naresco Contracting Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97143984545,,,,Commercial Building Construction,,,,,,
Aztec Middle East Contracting,Aztec Middle East Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97143933055,,,,Commercial Building Construction,,,,,,
Green Dream Landscaping & Technical Services,Green Dream Landscaping & Technical Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,971558595290,,,,Company,,,,,,
Desert Group,Desert Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97143404440,,,,Company,,,,,,
Airolink Building Contracting,Airolink Building Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97144473448,,,,Company,,,,,,
China Civil Engineering Construction Corporation,China Civil Engineering Construction Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97125551040,,,,Company,,,,,,
RAQ Contracting Company,RAQ Contracting Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97142443366,,,,Commercial Building Construction,,,,,,
Sobha Group,Sobha Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97144238064,,,,Housing construction,,,,,,
Engineering Contracting Company,Engineering Contracting Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97143736777,,,,Office,,,,,,
Engineering Consultant Group,Engineering Consultant Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97143434229,,,,Company,,,,,,
Jazal Engineering & Contracting,Jazal Engineering & Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97143617322,,,,Engineering services,,,,,,
Wade Adams Contracting,Wade Adams Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97144535000,,,,Roads construction / Repair,,,,,,
Naresco Contracting Company,Naresco Contracting Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97143984545,,,,Commercial Building Construction,,,,,,
Aztec Middle East Contracting,Aztec Middle East Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97143933055,,,,Commercial Building Construction,,,,,,
Green Dream Landscaping & Technical Services,Green Dream Landscaping & Technical Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,971558595290,,,,Company,,,,,,
Desert Group,Desert Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97143404440,,,,Company,,,,,,
Airolink Building Contracting,Airolink Building Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97144473448,,,,Company,,,,,,
China Civil Engineering Construction Corporation,China Civil Engineering Construction Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97125551040,,,,Company,,,,,,
RAQ Contracting Company,RAQ Contracting Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97142443366,,,,Commercial Building Construction,,,,,,
Sobha Group,Sobha Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+97144238064,,,,Housing construction,,,,,,
Engineering Contracting Company,Engineering Contracting Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+97143736777,,,,Office,,,,,,
Engineering Consultant Group,Engineering Consultant Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+97143434229,,,,Company,,,,,,
Jazal Engineering & Contracting,Jazal Engineering & Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+97143617322,,,,Engineering services,,,,,,
Wade Adams Contracting,Wade Adams Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+97144535000,,,,Roads construction / Repair,,,,,,
Naresco Contracting Company,Naresco Contracting Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+97143984545,,,,Commercial Building Construction,,,,,,
Aztec Middle East Contracting,Aztec Middle East Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+97143933055,,,,Commercial Building Construction,,,,,,
Green Dream Landscaping & Technical Services,Green Dream Landscaping & Technical Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971558595290,,,,Company,,,,,,
Desert Group,Desert Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+97143404440,,,,Company,,,,,,
Airolink Building Contracting,Airolink Building Contracting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+97144473448,,,,Company,,,,,,
China Civil Engineering Construction Corporation,China Civil Engineering Construction Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+97125551040,,,,Company,,,,,,
RAQ Contracting Company,RAQ Contracting Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+97142443366,,,,Commercial Building Construction,,,,,,
