Name,Given Name,Additional Name,Family Name,Yomi Name,Given Name Yomi,Additional Name Yomi,Family Name Yomi,Name Prefix,Name Suffix,Initials,Nickname,Short Name,Maiden Name,Birthday,Gender,Location,Billing Information,Directory Server,Mileage,Occupation,Hobby,Sensitivity,Priority,Subject,Notes,Language,Photo,Group Membership,E-mail 1 - Type,E-mail 1 - Value,Phone 1 - Type,Phone 1 - Value,Phone 2 - Type,Phone 2 - Value,Organization 1 - Type,Organization 1 - Name,Organization 1 - Yomi Name,Organization 1 - Title,Organization 1 - Department,Organization 1 - Symbol,Organization 1 - Location,Organization 1 - Job Description
GS 53 Hava Gents Salon,GS 53 Hava Gents Salon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97167460566,,,,Barbershops,,,,,,
GS 54 Al Rahmania,GS 54 Al Rahmania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,971509349523,,,,Gents salon,,,,,,
GS 55 Shabab Al Raqaib,GS 55 Shabab Al Raqaib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,971508244309,,,,Gents salon,,,,,,
GS 56 Luxury Hair Cutting,GS 56 Luxury Hair Cutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97167412191,,,,Gents salon,,,,,,
GS 57 Al Saudia,GS 57 Al Saudia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,971509642512,,,,Gents salon,,,,,,
GS 58 Al Waqar,GS 58 Al Waqar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,971552608033,,,,Gents salon,,,,,,
GS 59 Ali Hassan,GS 59 Ali Hassan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,971505198234,,,,Haircutting salon,,,,,,
GS 60 Al Warqa,GS 60 Al Warqa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,971508455887,,,,Gents salon,,,,,,
GS 61 Al Hima,GS 61 Al Hima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,971526757030,,,,Gents salon,,,,,,
GS 62 Noor Al Sabah Hair Cutting,GS 62 Noor Al Sabah Hair Cutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,971559490120,,,,Gents salon,,,,,,
GS 63 Bursa Hairdressing,GS 63 Bursa Hairdressing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,971507746867,,,,Gents salon,,,,,,
GS 64 Hava Gents Salon,GS 64 Hava Gents Salon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97167460566,,,,Barbershops,,,,,,
GS 65 Al Rahmania,GS 65 Al Rahmania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,971509349523,,,,Gents salon,,,,,,
GS 66 Shabab Al Raqaib,GS 66 Shabab Al Raqaib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,971508244309,,,,Gents salon,,,,,,
GS 67 Luxury Hair Cutting,GS 67 Luxury Hair Cutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97167412191,,,,Gents salon,,,,,,
GS 68 Al Saudia,GS 68 Al Saudia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,971509642512,,,,Gents salon,,,,,,
GS 69 Al Waqar,GS 69 Al Waqar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,971552608033,,,,Gents salon,,,,,,
GS 70 Ali Hassan,GS 70 Ali Hassan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,971505198234,,,,Haircutting salon,,,,,,
GS 71 Al Warqa,GS 71 Al Warqa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,971508455887,,,,Gents salon,,,,,,
GS 72 Al Hima,GS 72 Al Hima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,971526757030,,,,Gents salon,,,,,,
GS 73 Noor Al Sabah Hair Cutting,GS 73 Noor Al Sabah Hair Cutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,971559490120,,,,Gents salon,,,,,,
GS 74 Bursa Hairdressing,GS 74 Bursa Hairdressing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,971507746867,,,,Gents salon,,,,,,
GS 75 Hava Gents Salon,GS 75 Hava Gents Salon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97167460566,,,,Barbershops,,,,,,
GS 76 Al Rahmania,GS 76 Al Rahmania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,971509349523,,,,Gents salon,,,,,,
GS 77 Shabab Al Raqaib,GS 77 Shabab Al Raqaib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,971508244309,,,,Gents salon,,,,,,
GS 78 Luxury Hair Cutting,GS 78 Luxury Hair Cutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,97167412191,,,,Gents salon,,,,,,
GS 79 Al Saudia,GS 79 Al Saudia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,971509642512,,,,Gents salon,,,,,,
GS 80 Al Waqar,GS 80 Al Waqar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,971552608033,,,,Gents salon,,,,,,
GS 81 Ali Hassan,GS 81 Ali Hassan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,971505198234,,,,Haircutting salon,,,,,,
GS 82 Al Warqa,GS 82 Al Warqa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,971508455887,,,,Gents salon,,,,,,
GS 83 Al Hima,GS 83 Al Hima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,971526757030,,,,Gents salon,,,,,,
GS 84 Noor Al Sabah Hair Cutting,GS 84 Noor Al Sabah Hair Cutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,971559490120,,,,Gents salon,,,,,,
GS 85 Bursa Hairdressing,GS 85 Bursa Hairdressing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,971507746867,,,,Gents salon,,,,,,
GS 86 Hava Gents Salon,GS 86 Hava Gents Salon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+97167460566,,,,Barbershops,,,,,,
GS 87 Al Rahmania,GS 87 Al Rahmania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971509349523,,,,Gents salon,,,,,,
GS 88 Shabab Al Raqaib,GS 88 Shabab Al Raqaib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971508244309,,,,Gents salon,,,,,,
GS 89 Luxury Hair Cutting,GS 89 Luxury Hair Cutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+97167412191,,,,Gents salon,,,,,,
GS 90 Al Saudia,GS 90 Al Saudia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971509642512,,,,Gents salon,,,,,,
GS 91 Al Waqar,GS 91 Al Waqar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971552608033,,,,Gents salon,,,,,,
GS 92 Ali Hassan,GS 92 Ali Hassan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971505198234,,,,Haircutting salon,,,,,,
GS 93 Al Warqa,GS 93 Al Warqa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971508455887,,,,Gents salon,,,,,,
GS 94 Al Hima,GS 94 Al Hima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971526757030,,,,Gents salon,,,,,,
GS 95 Noor Al Sabah Hair Cutting,GS 95 Noor Al Sabah Hair Cutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971559490120,,,,Gents salon,,,,,,
GS 96 Bursa Hairdressing,GS 96 Bursa Hairdressing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971507746867,,,,Gents salon,,,,,,
