Name,Given Name,Additional Name,Family Name,Yomi Name,Given Name Yomi,Additional Name Yomi,Family Name Yomi,Name Prefix,Name Suffix,Initials,Nickname,Short Name,Maiden Name,Birthday,Gender,Location,Billing Information,Directory Server,Mileage,Occupation,Hobby,Sensitivity,Priority,Subject,Notes,Language,Photo,Group Membership,E-mail 1 - Type,E-mail 1 - Value,Phone 1 - Type,Phone 1 - Value,Phone 2 - Type,Phone 2 - Value,Organization 1 - Type,Organization 1 - Name,Organization 1 - Yomi Name,Organization 1 - Title,Organization 1 - Department,Organization 1 - Symbol,Organization 1 - Location,Organization 1 - Job Description
GS 992 Hassan Al Tahri,GS 992 Hassan Al Tahri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971508492319,,,,Gents salon,,,,,,
GS 993 Usman,GS 993 Usman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971551595566,,,,Gents salon,,,,,,
GS 994 Al Ayan Hair Cutting,GS 994 Al Ayan Hair Cutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,Not Available,,,,Gents salon,,,,,,
GS 995 Adam,GS 995 Adam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971582214464,,,,Gents salon,,,,,,
GS 996 Lavender,GS 996 Lavender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971501741762,,,,Gents salon,,,,,,
GS 997 Shabab Al Raqaib,GS 997 Shabab Al Raqaib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971508244309,,,,Gents salon,,,,,,
GS 998 Al Qooz,GS 998 Al Qooz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,Not Available,,,,Haircutting salon,,,,,,
GS 999 Wonderland,GS 999 Wonderland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971562778488,,,,Kids salon,,,,,,
GS 1000 Al Jazaer,GS 1000 Al Jazaer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,Not Available,,,,Haircutting salon,,,,,,
GS 1001 Super Star,GS 1001 Super Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971543707034,,,,Gents salon,,,,,,
GS 1002 The Art,GS 1002 The Art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971507477676,,,,Gents salon,,,,,,
GS 1003 Raqayb Haircutting,GS 1003 Raqayb Haircutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971551350886,,,,Gents salon,,,,,,
GS 1004 Hassan Al Tahri,GS 1004 Hassan Al Tahri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971508492319,,,,Gents salon,,,,,,
GS 1005 Usman,GS 1005 Usman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971551595566,,,,Gents salon,,,,,,
GS 1006 Al Ayan Hair Cutting,GS 1006 Al Ayan Hair Cutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,Not Available,,,,Gents salon,,,,,,
GS 1007 Adam,GS 1007 Adam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971582214464,,,,Gents salon,,,,,,
GS 1008 Lavender,GS 1008 Lavender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971501741762,,,,Gents salon,,,,,,
GS 1009 Shabab Al Raqaib,GS 1009 Shabab Al Raqaib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971508244309,,,,Gents salon,,,,,,
GS 1010 Al Qooz,GS 1010 Al Qooz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,Not Available,,,,Haircutting salon,,,,,,
GS 1011 Wonderland,GS 1011 Wonderland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971562778488,,,,Kids salon,,,,,,
GS 1012 Al Jazaer,GS 1012 Al Jazaer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,Not Available,,,,Haircutting salon,,,,,,
GS 1013 Super Star,GS 1013 Super Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971543707034,,,,Gents salon,,,,,,
GS 1014 The Art,GS 1014 The Art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971507477676,,,,Gents salon,,,,,,
GS 1015 Raqayb Haircutting,GS 1015 Raqayb Haircutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971551350886,,,,Gents salon,,,,,,
GS 1016 Hassan Al Tahri,GS 1016 Hassan Al Tahri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971508492319,,,,Gents salon,,,,,,
GS 1017 Usman,GS 1017 Usman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971551595566,,,,Gents salon,,,,,,
GS 1018 Al Ayan Hair Cutting,GS 1018 Al Ayan Hair Cutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,Not Available,,,,Gents salon,,,,,,
GS 1019 Adam,GS 1019 Adam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971582214464,,,,Gents salon,,,,,,
GS 1020 Lavender,GS 1020 Lavender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971501741762,,,,Gents salon,,,,,,
GS 1021 Shabab Al Raqaib,GS 1021 Shabab Al Raqaib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971508244309,,,,Gents salon,,,,,,
GS 1022 Al Qooz,GS 1022 Al Qooz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,Not Available,,,,Haircutting salon,,,,,,
GS 1023 Wonderland,GS 1023 Wonderland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971562778488,,,,Kids salon,,,,,,
GS 1024 Al Jazaer,GS 1024 Al Jazaer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,Not Available,,,,Haircutting salon,,,,,,
GS 1025 Super Star,GS 1025 Super Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971543707034,,,,Gents salon,,,,,,
GS 1026 The Art,GS 1026 The Art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971507477676,,,,Gents salon,,,,,,
GS 1027 Raqayb Haircutting,GS 1027 Raqayb Haircutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971551350886,,,,Gents salon,,,,,,
GS 1028 Hassan Al Tahri,GS 1028 Hassan Al Tahri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971508492319,,,,Gents salon,,,,,,
GS 1029 Usman,GS 1029 Usman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971551595566,,,,Gents salon,,,,,,
GS 1030 Al Ayan Hair Cutting,GS 1030 Al Ayan Hair Cutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,Not Available,,,,Gents salon,,,,,,
GS 1031 Adam,GS 1031 Adam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971582214464,,,,Gents salon,,,,,,
GS 1032 Lavender,GS 1032 Lavender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971501741762,,,,Gents salon,,,,,,
GS 1033 Shabab Al Raqaib,GS 1033 Shabab Al Raqaib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971508244309,,,,Gents salon,,,,,,
GS 1034 Al Qooz,GS 1034 Al Qooz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,Not Available,,,,Haircutting salon,,,,,,
GS 1035 Wonderland,GS 1035 Wonderland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971562778488,,,,Kids salon,,,,,,
GS 1036 Al Jazaer,GS 1036 Al Jazaer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,Not Available,,,,Haircutting salon,,,,,,
GS 1037 Super Star,GS 1037 Super Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971543707034,,,,Gents salon,,,,,,
GS 1038 The Art,GS 1038 The Art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971507477676,,,,Gents salon,,,,,,
GS 1039 Raqayb Haircutting,GS 1039 Raqayb Haircutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971551350886,,,,Gents salon,,,,,,
GS 1040 Hassan Al Tahri,GS 1040 Hassan Al Tahri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971508492319,,,,Gents salon,,,,,,
GS 1041 Usman,GS 1041 Usman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971551595566,,,,Gents salon,,,,,,
GS 1042 Al Ayan Hair Cutting,GS 1042 Al Ayan Hair Cutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,Not Available,,,,Gents salon,,,,,,
GS 1043 Adam,GS 1043 Adam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971582214464,,,,Gents salon,,,,,,
GS 1044 Lavender,GS 1044 Lavender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971501741762,,,,Gents salon,,,,,,
GS 1045 Shabab Al Raqaib,GS 1045 Shabab Al Raqaib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971508244309,,,,Gents salon,,,,,,
GS 1046 Al Qooz,GS 1046 Al Qooz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,Not Available,,,,Haircutting salon,,,,,,
GS 1047 Wonderland,GS 1047 Wonderland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971562778488,,,,Kids salon,,,,,,
GS 1048 Al Jazaer,GS 1048 Al Jazaer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,Not Available,,,,Haircutting salon,,,,,,
GS 1049 Super Star,GS 1049 Super Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971543707034,,,,Gents salon,,,,,,
GS 1050 The Art,GS 1050 The Art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971507477676,,,,Gents salon,,,,,,
GS 1051 Raqayb Haircutting,GS 1051 Raqayb Haircutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971551350886,,,,Gents salon,,,,,,
GS 1052 Hassan Al Tahri,GS 1052 Hassan Al Tahri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971508492319,,,,Gents salon,,,,,,
GS 1053 Usman,GS 1053 Usman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971551595566,,,,Gents salon,,,,,,
GS 1054 Al Ayan Hair Cutting,GS 1054 Al Ayan Hair Cutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,Not Available,,,,Gents salon,,,,,,
GS 1055 Adam,GS 1055 Adam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971582214464,,,,Gents salon,,,,,,
GS 1056 Lavender,GS 1056 Lavender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971501741762,,,,Gents salon,,,,,,
GS 1057 Shabab Al Raqaib,GS 1057 Shabab Al Raqaib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971508244309,,,,Gents salon,,,,,,
GS 1058 Al Qooz,GS 1058 Al Qooz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,Not Available,,,,Haircutting salon,,,,,,
GS 1059 Wonderland,GS 1059 Wonderland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971562778488,,,,Kids salon,,,,,,
GS 1060 Al Jazaer,GS 1060 Al Jazaer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,Not Available,,,,Haircutting salon,,,,,,
GS 1061 Super Star,GS 1061 Super Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971543707034,,,,Gents salon,,,,,,
GS 1062 The Art,GS 1062 The Art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971507477676,,,,Gents salon,,,,,,
GS 1063 Raqayb Haircutting,GS 1063 Raqayb Haircutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971551350886,,,,Gents salon,,,,,,
GS 1064 Hassan Al Tahri,GS 1064 Hassan Al Tahri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971508492319,,,,Gents salon,,,,,,
